#produced by ./generate_exon_strings.pl dmel_r5.57.CDS_exons_of_longest_CDS.tsv CDS_exons_string.longest_CDS.tsv
#seq_name	number_of_first_exon	exon_sizes	cds-start
FBgn0029817	1	882	1
FBgn0029818	1	178,1679,168	1
FBgn0029819	1	82,1277,200,118	1
FBgn0029820	1	269,485,301,167,263	1
FBgn0029821	1	55,286,237,487,71,126,223	1
FBgn0029822	1	270,667,237,150,338	1
FBgn0029823	1	207,200,1207	1
FBgn0029824	1	291,479,991,125,107,56	1
FBgn0029826	1	64,196,280,387	1
FBgn0029827	1	67,226,796	1
FBgn0029828	1	76,229,619	1
FBgn0029830	1	172,120,213,194,311,164,1219,203,479,102	1
FBgn0029831	1	118,896,609	1
FBgn0029833	1	11,153,303,82	1
FBgn0029834	1	85,134,641,321,1279,368,436,2892	1
FBgn0029835	1	348,134,982,345,171,195,486	1
FBgn0029836	1	213,123,264	1
FBgn0029837	1	63,192,195,161,241	1
FBgn0029838	1	582	1
FBgn0029839	1	160,215,411	1
FBgn0029840	1	1435,3423,8	1
FBgn0029843	1	445,99,128,118,1007,163,317,273	1
FBgn0029848	1	60,1602	1
FBgn0029849	1	1059	1
FBgn0029851	1	184,260,18,289,220,118	1
FBgn0029853	1	666	1
FBgn0029854	1	108,89,69,88	1
FBgn0029857	1	1275	1
FBgn0029858	1	1262,373	1
FBgn0029861	1	48,191,685,1523,190	1
FBgn0029863	1	103,160,82,428,115	1
FBgn0029864	1	165,510,150,2302,1546,67,57	1
FBgn0029866	1	1221	1
FBgn0029867	1	1143	1
FBgn0029868	1	106,359	1
FBgn0029870	1	307,290,339,12,927,171,197,202	1
FBgn0029873	1	105,861	1
FBgn0029874	1	53,1309	1
FBgn0029877	1	342,216,243	1
FBgn0029878	1	180,587,225,102,677,158,132	1
FBgn0029879	1	102,508,671,281,286	1
FBgn0029880	1	2211	1
FBgn0029881	1	168,197,119,296,108,197,641,1208	1
FBgn0029882	1	15,173,505	1
FBgn0029885	1	489	1
FBgn0029887	1	102,944,74,197	1
FBgn0029888	1	85,230,213	1
FBgn0029891	1	165,786,1014,201	1
FBgn0029892	1	1071	1
FBgn0029893	1	1554,1551	1
FBgn0029894	1	957	1
FBgn0029895	1	177,1058,99,117,948,60,991	1
FBgn0029896	1	37,721,1141	1
FBgn0029897	1	81,480	1
FBgn0029898	1	1336,272	1
FBgn0029899	1	191,70,6709,1155,647,1170	1
FBgn0029903	1	309,187,557,153,543,184,74,33,173,912,346,136,101,93	1
FBgn0029905	1	44,1369,393	1
FBgn0029906	1	68,915,111,442	1
FBgn0029907	1	101,226,366	1
FBgn0029909	1	479,637	1
FBgn0029911	1	525,127,96,106,58	1
FBgn0029912	1	568,1510,277,228,219	1
FBgn0029913	1	920,379	1
FBgn0029914	1	1066,92	1
FBgn0029915	1	645	1
FBgn0029922	1	375,2071,1061	1
FBgn0029924	1	959,1075	1
FBgn0029925	1	717	1
FBgn0029928	1	1296	1
FBgn0029929	1	630	1
FBgn0029930	1	88,57,198,194,97,158	1
FBgn0029931	1	759	1
FBgn0029932	1	271,504,803	1
FBgn0029935	1	249,191,220,282	1
FBgn0029936	1	34,513,710	1
FBgn0029937	1	237,321	1
FBgn0029939	1	43,417,318,2852	1
FBgn0029940	1	696	1
FBgn0029941	1	774,1627,153,138,311	1
FBgn0029942	1	246,174,230,138,139	1
FBgn0029943	1	153,100,106,226,106,119	1
FBgn0029944	1	84,318,1467	1
FBgn0029945	1	78,190,1565	1
FBgn0029946	1	315	1
FBgn0029947	1	633	1
FBgn0029948	1	222,312	1
FBgn0029949	1	1125	1
FBgn0029950	1	239,160,66,1091,250	1
FBgn0029951	1	2004	1
FBgn0029952	1	558	1
FBgn0029955	1	1659	1
FBgn0029957	1	184,1484	1
FBgn0029958	1	114,502,568,244	1
FBgn0029959	1	108,549	1
FBgn0029961	1	1845	1
FBgn0029963	1	1194	1
FBgn0029964	1	453	1
FBgn0029965	1	825,1143	1
FBgn0029966	1	855,1023	1
FBgn0029968	1	326,505,189,666	1
FBgn0029969	1	1233	1
FBgn0029970	1	2208	1
FBgn0029974	1	82,447,178,137,179	1
FBgn0029975	1	166,47,76,341,336	1
FBgn0029976	1	116,140,97,312,173,407,738,180,138,684,369	1
FBgn0029977	1	916,157,388	1
FBgn0029979	1	1509,1329	1
FBgn0029980	1	657,246	1
FBgn0029986	1	25,1691	1
FBgn0029987	1	546	1
FBgn0029989	1	1629	1
FBgn0029990	1	224,313,77,415,216	1
FBgn0029992	1	2654,292,780	1
FBgn0029993	1	1527,429	1
FBgn0029994	1	20,496,183,264	1
FBgn0029995	1	4,367,124,360,120	1
FBgn0029996	1	552	1
FBgn0029997	1	174,150,1200,198,109,210,173,192	1
FBgn0029999	1	1914	1
FBgn0030000	1	1677,153	1
FBgn0030001	1	545,289,177,145,386	1
FBgn0030003	1	1797	1
FBgn0030004	1	2232	1
FBgn0030005	1	195,753	1
FBgn0030006	1	906	1
FBgn0030007	1	1497	1
FBgn0030008	1	1398	1
FBgn0030009	1	480	1
FBgn0030010	1	579,753	1
FBgn0030011	1	1077	1
FBgn0030012	1	1410	1
FBgn0030013	1	654	1
FBgn0030014	1	140,1078	1
FBgn0030015	1	972	1
FBgn0030016	1	1164,78	1
FBgn0030017	1	407,455,941	1
FBgn0030018	1	279,653,167,176,21,177,115,1880	1
FBgn0030025	1	115,383	1
FBgn0030026	1	126,52,566	1
FBgn0030027	1	33,165,460,211,845,202,1075,180	1
FBgn0030028	1	100,542	1
FBgn0030029	1	515,127	1
FBgn0030030	1	207,347,500,95	1
FBgn0030033	1	127,1185,791,367,398	1
FBgn0030034	1	609,556,1616	1
FBgn0030035	1	175,1727	1
FBgn0030037	1	75,1194,309	1
FBgn0030038	1	4,839,476,121,216	1
FBgn0030039	1	384,273	1
FBgn0030040	1	58,159,473	1
FBgn0030041	1	822	1
FBgn0030048	1	103,206,154,143	1
FBgn0030049	1	1003,681,680,642	1
FBgn0030050	1	112,455	1
FBgn0030051	1	79,255,217,631	1
FBgn0030052	1	589,120,81,109,260,57,268,580	1
FBgn0030053	1	1212	1
FBgn0030054	1	2239,170,1143	1
FBgn0030055	1	258,1877,154,195	1
FBgn0030056	1	475,137,141	1
FBgn0030057	1	545,150,127,123	1
FBgn0030058	1	207,579	1
FBgn0030060	1	470,808	1
FBgn0030061	1	128,174,321,417,397	1
FBgn0030063	1	504,210	1
FBgn0030065	1	195,227,695,1904	1
FBgn0030066	1	834	1
FBgn0030067	1	15,47,814,156	1
FBgn0030071	1	396	1
FBgn0030073	1	573,177	1
FBgn0030074	1	516	1
FBgn0030077	1	609,343,133,163,318,921	1
FBgn0030078	1	312	1
FBgn0030081	1	92,304,1185,228	1
FBgn0030082	1	723	1
FBgn0030086	1	3,690,628,287	1
FBgn0030087	1	577,668,324,148,330,252,165,60,581,268,598,106	1
FBgn0030088	1	93,253,257	1
FBgn0030089	1	56,62,142,189,239,77,18,257,596,139,289,516,144,108,117	1
FBgn0030090	1	264,48,243,411	1
FBgn0030091	1	2080,1616	1
FBgn0030092	1	318,255	1
FBgn0030093	1	2250	1
FBgn0030096	1	673,701	1
FBgn0030097	1	42,750	1
FBgn0030098	1	660	1
FBgn0030099	1	864	1
FBgn0030100	1	172,464	1
FBgn0030101	1	552,303	1
FBgn0030102	1	852,651	1
FBgn0030103	1	36,456	1
FBgn0030104	1	489	1
FBgn0030105	1	170,199	1
FBgn0030107	1	1113	1
FBgn0030108	1	841,152,90,75	1
FBgn0030109	1	111,111,146,859,134,268,588	1
FBgn0030114	1	260,1044,208,123,237,93	1
FBgn0030122	1	398,285,377,341	1
FBgn0030136	1	198	1
FBgn0030137	1	176,72,334	1
FBgn0030141	1	37,158,595,980,213	1
FBgn0030148	1	289,403,74,530,657,276	1
FBgn0030151	1	181,61,382,570	1
FBgn0030156	1	1003,65	1
FBgn0030158	1	489	1
FBgn0030159	1	522	1
FBgn0030160	1	366	1
FBgn0030161	1	186,117,156,105	1
FBgn0030162	1	194,155,477,389	1
FBgn0030163	1	132,47,114,570,142	1
FBgn0030164	1	111,185,579,142	1
FBgn0030167	1	771,120,210,69,144,60,390	1
FBgn0030170	1	546,1038,1719	1
FBgn0030174	1	64,137,480,130,150,434	1
FBgn0030177	1	75,1344	1
FBgn0030178	1	470,223	1
FBgn0030181	1	334,148,139	1
FBgn0030183	1	345	1
FBgn0030186	1	6,1125	1
FBgn0030187	1	6,1044	1
FBgn0030189	1	177,145,1007,189	1
FBgn0030195	1	1056	1
FBgn0030196	1	103,395,141	1
FBgn0030202	1	348	1
FBgn0030204	1	337,266,522,54	1
FBgn0030206	1	123,421,445,213,544	1
FBgn0030207	1	1029	1
FBgn0030208	1	217,189,1424	1
FBgn0030215	1	510	1
FBgn0030217	1	1800,90	1
FBgn0030218	1	309,673,106,292	1
FBgn0030222	1	593,280,393,717,497,256	1
FBgn0030223	1	608,1432,494,262	1
FBgn0030224	1	879	1
FBgn0030228	1	573,639,447,510	1
FBgn0030230	1	77,464,857,215,304	1
FBgn0030234	1	168,168,198	1
FBgn0030237	1	444	1
FBgn0030239	1	139,476,117	1
FBgn0030240	1	1081,940,581,68	1
FBgn0030241	1	2016	1
FBgn0030242	1	1824	1
FBgn0030243	1	14,92,681,207,1298,129,966	1
FBgn0030244	1	12,373,359	1
FBgn0030245	1	139,197,347,697	1
FBgn0030246	1	68,782,1287,962,202,566	1
FBgn0030247	1	1098	1
FBgn0030251	1	67,1048,430,234	1
FBgn0030257	1	18,1046,123,194,218	1
FBgn0030258	1	148,154,253	1
FBgn0030259	1	142,121,124	1
FBgn0030260	1	166,133,109	1
FBgn0030261	1	121,115,151	1
FBgn0030262	1	82,139,262	1
FBgn0030263	1	220,112,142,337,133,82	1
FBgn0030266	1	2698,5242,2680	1
FBgn0030268	1	1037,247,813,321	1
FBgn0030269	1	846	1
FBgn0030270	1	242,109	1
FBgn0030271	1	94,133,121	1
FBgn0030272	1	97,163,82	1
FBgn0030274	1	138,36,1492,143	1
FBgn0030276	1	92,191,401,230,112,186,270	1
FBgn0030277	1	504	1
FBgn0030278	1	342	1
FBgn0030280	1	339	1
FBgn0030283	1	369	1
FBgn0030286	1	147,147,3758,849,97,141	1
FBgn0030289	1	1654,896	1
FBgn0030290	1	612	1
FBgn0030291	1	549	1
FBgn0030292	1	330	1
FBgn0030293	1	2832	1
FBgn0030294	1	209,160	1
FBgn0030296	1	76,195,1067	1
FBgn0030297	1	240,723,159	1
FBgn0030298	1	539,188,290,153,51	1
FBgn0030300	1	1926	1
FBgn0030301	1	115,1206,1110,83	1
FBgn0030304	1	199,198,183,689,292,164	1
FBgn0030305	1	281,934	1
FBgn0030306	1	39,561	1
FBgn0030309	1	117,186,180	1
FBgn0030310	1	308,119,185	1
FBgn0030311	1	67,242,132	1
FBgn0030313	1	723	1
FBgn0030314	1	126,1142,385,342	1
FBgn0030316	1	126,674,198,637	1
FBgn0030317	1	1628,280	1
FBgn0030319	1	543	1
FBgn0030320	1	352,212,312,605,88,266,139,1173	1
FBgn0030321	1	1087,1619	1
FBgn0030323	1	32,685	1
FBgn0030326	1	109,236	1
FBgn0030327	1	245,550,425,640	1
FBgn0030328	1	796,857	1
FBgn0030329	1	191,403,657	1
FBgn0030330	1	366,985,158,255	1
FBgn0030331	1	43,528,657,410	1
FBgn0030332	1	576,180	1
FBgn0030336	1	115,185,180,952,413,328,533	1
FBgn0030339	1	188,346,411,124,449	1
FBgn0030340	1	6,2922	1
FBgn0030341	1	633	1
FBgn0030342	1	1258,485	1
FBgn0030343	1	970,1247,792,756	1
FBgn0030344	1	191,1761,285,1207	1
FBgn0030345	1	93,177,693	1
FBgn0030346	1	1050	1
FBgn0030347	1	3,384,540	1
FBgn0030348	1	9,82,167,135,208,347	1
FBgn0030349	1	13,521,573,56,571,622,206,282,246	1
FBgn0030351	1	19,85,253	1
FBgn0030352	1	182,115,626,82	1
FBgn0030354	1	168,3333,42	1
FBgn0030357	1	286,144,168,148,274	1
FBgn0030358	1	165,261,193,1276,150,633,247,189	1
FBgn0030359	1	91,104,72,1253,187,414	1
FBgn0030360	1	435,127,152,332,154	1
FBgn0030361	1	91,986,194,508	1
FBgn0030362	1	48,719,193	1
FBgn0030364	1	145,131,117,132,129	1
FBgn0030365	1	119,1330	1
FBgn0030366	1	1242,1398,750	1
FBgn0030367	1	151,378,350,573	1
FBgn0030369	1	166,192,201,70,316,490,176	1
FBgn0030370	1	1023	1
FBgn0030373	1	519	1
FBgn0030374	1	114,210	1
FBgn0030375	1	639,108	1
FBgn0030377	1	1713	1
FBgn0030384	1	1035	1
FBgn0030385	1	389,556,984	1
FBgn0030386	1	486,234	1
FBgn0030389	1	570	1
FBgn0030390	1	6,954	1
FBgn0030394	1	12,215,180,406	1
FBgn0030395	1	2100	1
FBgn0030396	1	21,1034,123,235	1
FBgn0030398	1	263,210,121	1
FBgn0030400	1	979,135,638,141	1
FBgn0030403	1	50,364,1017,606,249	1
FBgn0030406	1	29,782,200	1
FBgn0030407	1	291,177,830,421	1
FBgn0030408	1	73,562,253	1
FBgn0030409	1	132,192,573	1
FBgn0030410	1	29,856	1
FBgn0030411	1	936	1
FBgn0030412	1	123,98,189,135,64,208,76,155,182,483,143,178,895,117,123,120,450,109,87,96,125,257	1
FBgn0030417	1	551,1687	1
FBgn0030418	1	453,567	1
FBgn0030421	1	191,134,707	1
FBgn0030425	1	1968	1
FBgn0030429	1	1902	1
FBgn0030431	1	12,651,306	1
FBgn0030432	1	169,758	1
FBgn0030433	1	57,483	1
FBgn0030434	1	190,245,345	1
FBgn0030435	1	486,207,93,297	1
FBgn0030437	1	175,301,91,92,127,102,119,74,380	1
FBgn0030438	1	235,159,2291	1
FBgn0030439	1	382,165,710	1
FBgn0030440	1	177,79,227	1
FBgn0030441	1	462	1
FBgn0030443	1	154,1364	1
FBgn0030447	1	101,561,61	1
FBgn0030449	1	135,426	1
FBgn0030456	1	894,795	1
FBgn0030457	1	1151,370	1
FBgn0030459	1	771,901,206	1
FBgn0030460	1	184,419,303	1
FBgn0030462	1	612	1
FBgn0030465	1	529,539	1
FBgn0030466	1	263,219,4912	1
FBgn0030467	1	35,323,98,225,126	1
FBgn0030468	1	10,141,125,136,107,678	1
FBgn0030474	1	11,1153	1
FBgn0030477	1	51,748,335	1
FBgn0030478	1	16,241,145,90,263,824,149	1
FBgn0030479	1	389,355	1
FBgn0030480	1	60,96,132	1
FBgn0030481	1	738	1
FBgn0030482	1	30,420,231,307,155,189	1
FBgn0030483	1	492	1
FBgn0030484	1	118,287,136,173	1
FBgn0030485	1	210,155,74,176,455,151	1
FBgn0030486	1	4053,2714,163,159	1
FBgn0030492	1	602,170,74	1
FBgn0030493	1	332,167,239,159	1
FBgn0030494	1	313,209	1
FBgn0030495	1	839,173,77	1
FBgn0030499	1	1030,402,181,511	1
FBgn0030500	1	86,60,385,1497	1
FBgn0030502	1	305,982	1
FBgn0030503	1	142,123,301,457	1
FBgn0030504	1	142,560,911,882,135,433,263,191,535,103	1
FBgn0030505	1	247,125,413,627,421,157,248,184,1947,5	1
FBgn0030506	1	313,165,911,1368	1
FBgn0030507	1	361,662	1
FBgn0030508	1	90,146,193,694,950	1
FBgn0030509	1	716,121	1
FBgn0030510	1	258,447,384	1
FBgn0030511	1	213,822	1
FBgn0030512	1	146,90,1434,694	1
FBgn0030514	1	1259,941,170	1
FBgn0030518	1	128,471,85	1
FBgn0030519	1	133,215	1
FBgn0030520	1	1317,140,73	1
FBgn0030521	1	120,261,168,474	1
FBgn0030522	1	519	1
FBgn0030525	1	1179	1
FBgn0030528	1	287,565	1
FBgn0030529	1	84,510,111,78	1
FBgn0030530	1	1369,30,141,170,63,166,248	1
FBgn0030536	1	255,645	1
FBgn0030540	1	1005	1
FBgn0030542	1	363	1
FBgn0030543	1	3,1026	1
FBgn0030544	1	108,369	1
FBgn0030545	1	597	1
FBgn0030551	1	472,563	1
FBgn0030552	1	151,156,358,299,287	1
FBgn0030554	1	208,963,251	1
FBgn0030555	1	330,94,208,609,110,165,166,192,70,66	1
FBgn0030556	1	204,933,139,274,197,203	1
FBgn0030558	1	349,515,294,348	1
FBgn0030559	1	90,241,134	1
FBgn0030562	1	623,304	1
FBgn0030569	1	3,1194,1785	1
FBgn0030570	1	88,237,119	1
FBgn0030571	1	12,107,145,93,285	1
FBgn0030572	1	137,195,172	1
FBgn0030573	1	200,256	1
FBgn0030574	1	76,172,47,102,243,499,97,319,71	1
FBgn0030575	1	917,325	1
FBgn0030576	1	368,402,741,289	1
FBgn0030581	1	42,63,419,75,1212,244	1
FBgn0030582	1	2532	1
FBgn0030583	1	606	1
FBgn0030584	1	289,191	1
FBgn0030588	1	1866	1
FBgn0030589	1	1869	1
FBgn0030590	1	2112	1
FBgn0030592	1	458,251,1472	1
FBgn0030593	1	973,899	1
FBgn0030594	1	327,1614	1
FBgn0030595	1	196,116	1
FBgn0030596	1	620,1282	1
FBgn0030597	1	1974	1
FBgn0030598	1	382,1499	1
FBgn0030599	1	213,174,246	1
FBgn0030600	1	71,1111,387,1120,700,140,560,1048,279,2548,148,103,136,114,616,1987,482,1302,1359,342,465,194,490	1
FBgn0030603	1	159,378,160,695	1
FBgn0030605	1	354	1
FBgn0030607	1	465,978	1
FBgn0030608	1	193,438,51,377	1
FBgn0030610	1	182,85	1
FBgn0030611	1	3,540	1
FBgn0030612	1	72,684,399,234	1
FBgn0030613	1	123,413,511,362,127,95,1138,204,51,370,386,483,96,258,240,273,168,73,47,975	1
FBgn0030614	1	450	1
FBgn0030615	1	151,454,707,176	1
FBgn0030616	1	3,136,143	1
FBgn0030617	1	100,177,213,819,180,405,481,558,102,159,232	1
FBgn0030620	1	879	1
FBgn0030622	1	257,340	1
FBgn0030623	1	930	1
FBgn0030624	1	432	1
FBgn0030625	1	738,2217	1
FBgn0030628	1	1399,461	1
FBgn0030631	1	17,276,1237,1001,1144	1
FBgn0030634	1	135,127,369,323	1
FBgn0030638	1	1038,330	1
FBgn0030642	1	117,435	1
FBgn0030643	1	369	1
FBgn0030645	1	576	1
FBgn0030646	1	93,123,357,1602	1
FBgn0030648	1	63,222,147,1110	1
FBgn0030653	1	999	1
FBgn0030654	1	102,537	1
FBgn0030655	1	1212,723,129	1
FBgn0030657	1	79,614	1
FBgn0030658	1	1002	1
FBgn0030659	1	1683	1
FBgn0030660	1	737,316,288	1
FBgn0030661	1	1246,206	1
FBgn0030662	1	765,307,414,1013	1
FBgn0030663	1	489	1
FBgn0030664	1	735	1
FBgn0030667	1	27,1053,540,1386,168	1
FBgn0030668	1	167,122,704	1
FBgn0030669	1	99,402	1
FBgn0030670	1	52,135,154,152,182	1
FBgn0030671	1	179,859	1
FBgn0030672	1	661,506,537,132	1
FBgn0030673	1	333,501	1
FBgn0030674	1	267,240,222,272,494,5108,2833,474,341,1071,136,2625,402,189,322,166,191,103	1
FBgn0030675	1	1038	1
FBgn0030676	1	213,312	1
FBgn0030678	1	1263	1
FBgn0030679	1	576	1
FBgn0030680	1	723,357,1209	1
FBgn0030683	1	52,71,118,926	1
FBgn0030684	1	789,459	1
FBgn0030685	1	178,158,174,216,72,52,314,331,106,1296,80,101	1
FBgn0030686	1	38,106,524,421	1
FBgn0030687	1	44,1859,146,418,436,1036,213	1
FBgn0030688	1	102,729	1
FBgn0030691	1	51,548,274,1509	1
FBgn0030692	1	458,1216	1
FBgn0030694	1	48,245,478,258	1
FBgn0030695	1	199,300,114,65,360	1
FBgn0030696	1	1299	1
FBgn0030697	1	1115,478,780	1
FBgn0030699	1	87,285,364,159,185,111	1
FBgn0030700	1	85,283,766	1
FBgn0030701	1	423,2514,144	1
FBgn0030703	1	361,153,233	1
FBgn0030704	1	816	1
FBgn0030706	1	52,1316,122,192,1466,216,1232,392,126,118,499,158,141	1
FBgn0030707	1	38,639,83,203,567,309	1
FBgn0030710	1	839,706	1
FBgn0030711	1	273,207	1
FBgn0030715	1	353,432,100,108,189,75	1
FBgn0030716	1	157,112,3472	1
FBgn0030717	1	32,114,348,772	1
FBgn0030718	1	666	1
FBgn0030719	1	213,477,705	1
FBgn0030720	1	1861,593	1
FBgn0030721	1	201,105,144,112,134,141,177,729	1
FBgn0030722	1	765	1
FBgn0030723	1	148,441,176,214,325,125,131	1
FBgn0030724	1	56,180,294,143,149	1
FBgn0030725	1	201,105,144,112,134,141,183,471,375	1
FBgn0030729	1	467,448	1
FBgn0030731	1	709,1088	1
FBgn0030733	1	40,48,248	1
FBgn0030734	1	57,85,92,394,267,199,145	1
FBgn0030735	1	15,124,992,191,196,186,165,127,106,311,105,586,151,105,203,190	1
FBgn0030737	1	38,379,531	1
FBgn0030738	1	19,1395,154,364,408,123	1
FBgn0030739	1	516,207,1101,253,155,427,206,444	1
FBgn0030740	1	906	1
FBgn0030742	1	341,316,300	1
FBgn0030743	1	145,164	1
FBgn0030744	1	188,262,219,300	1
FBgn0030745	1	278,273,280	1
FBgn0030746	1	202,126,568,415,592,793,487	1
FBgn0030747	1	132,208,126,547,415,749,497,814,327,214	1
FBgn0030748	1	162,429,409,116,309	1
FBgn0030749	1	12,567,382,230,210,69,66	1
FBgn0030752	1	61,269,196,336,166,46	1
FBgn0030753	1	238,484,286,369	1
FBgn0030756	1	1029,336	1
FBgn0030757	1	87,427,251,594,814,1241	1
FBgn0030759	1	699	1
FBgn0030761	1	1527	1
FBgn0030763	1	17,515,149	1
FBgn0030764	1	343,899	1
FBgn0030766	1	2031	1
FBgn0030768	1	732,633	1
FBgn0030769	1	76,130,184	1
FBgn0030770	1	405	1
FBgn0030773	1	227,529	1
FBgn0030774	1	221,529	1
FBgn0030775	1	233,553	1
FBgn0030776	1	224,541	1
FBgn0030777	1	224,538	1
FBgn0030778	1	248,333,188,42,296,177,93,207	1
FBgn0030780	1	75,2559	1
FBgn0030786	1	270,214,218	1
FBgn0030787	1	186,1026	1
FBgn0030788	1	393,129	1
FBgn0030789	1	457,741,41	1
FBgn0030790	1	181,90,187,228,124	1
FBgn0030791	1	83,397,209,52	1
FBgn0030792	1	46,519,260	1
FBgn0030793	1	695,433	1
FBgn0030794	1	233,1210	1
FBgn0030795	1	194,667,595,365	1
FBgn0030796	1	59,216,104,532,414,642,502	1
FBgn0030797	1	47,400,207	1
FBgn0030798	1	644,2017,816	1
FBgn0030799	1	796,198,74	1
FBgn0030800	1	177,507,555	1
FBgn0030801	1	8,115,153,441	1
FBgn0030802	1	120,262,188	1
FBgn0030803	1	444,612	1
FBgn0030804	1	117,363,159	1
FBgn0030805	1	1221	1
FBgn0030806	1	1008	1
FBgn0030807	1	333	1
FBgn0030808	1	716,2284,127,641,96,135,524,136	1
FBgn0030809	1	178,18,335,333,688,1162,112,129,1399,1121	1
FBgn0030812	1	204,349,252,75,76,86,96,416,239,461,170,128,79	1
FBgn0030813	1	75,519	1
FBgn0030814	1	1067,487	1
FBgn0030815	1	2608,454,515,362,190,164	1
FBgn0030816	1	12,152,361,452,173,257	1
FBgn0030817	1	69,1004,176,242	1
FBgn0030823	1	335,580,341,235	1
FBgn0030824	1	630	1
FBgn0030826	1	522	1
FBgn0030828	1	238,260,738	1
FBgn0030829	1	342	1
FBgn0030830	1	226,84,209	1
FBgn0030832	1	6,597	1
FBgn0030833	1	678,208,2045	1
FBgn0030834	1	705	1
FBgn0030836	1	66,579	1
FBgn0030837	1	42,555	1
FBgn0030838	1	476,296,140	1
FBgn0030839	1	232,238,318,1180	1
FBgn0030840	1	297,393,476,146,305	1
FBgn0030841	1	286,1994	1
FBgn0030844	1	377,300,82,497,211,189,120	1
FBgn0030846	1	267,1032	1
FBgn0030847	1	52,511,541,174,132	1
FBgn0030850	1	22,301,129,511	1
FBgn0030851	1	83,916	1
FBgn0030852	1	118,291,188,1068	1
FBgn0030853	1	39,519,171	1
FBgn0030854	1	585,404,22	1
FBgn0030855	1	387,2094	1
FBgn0030858	1	816,1637,865	1
FBgn0030859	1	193,724,934,141	1
FBgn0030863	1	9,471,150	1
FBgn0030864	1	260,359,578	1
FBgn0030868	1	378	1
FBgn0030869	1	309,2104,128,169,91,108,133,24	1
FBgn0030870	1	126,130,341,166,110	1
FBgn0030871	1	107,868,87	1
FBgn0030873	1	48,35,297,229,236,121	1
FBgn0030874	1	143,103,834	1
FBgn0030876	1	98,178,213	1
FBgn0030877	1	5,586,1233	1
FBgn0030878	1	516,363,351	1
FBgn0030881	1	668,445	1
FBgn0030883	1	106,226,163	1
FBgn0030884	1	55,599,460,400,1489	1
FBgn0030886	1	1596	1
FBgn0030887	1	431,146,588,138,147,129,175,116,109,92,218,97,143,237,84	1
FBgn0030889	1	26,439,158,87,200,360,157,842,334,119,76,616	1
FBgn0030890	1	69,399,976,170,134,277	1
FBgn0030891	1	1671	1
FBgn0030892	1	106,255,630,224	1
FBgn0030893	1	1189,106,183,268	1
FBgn0030894	1	206,156,355,222,120	1
FBgn0030895	1	365,475,414	1
FBgn0030897	1	64,25,49,90,79,89,168	1
FBgn0030898	1	750	1
FBgn0030899	1	162,288	1
FBgn0030900	1	285,294	1
FBgn0030904	1	441,138,534	1
FBgn0030905	1	282,162	1
FBgn0030912	1	151,320,447	1
FBgn0030913	1	4,532,1309	1
FBgn0030914	1	106,491,526,338	1
FBgn0030915	1	743,109,72	1
FBgn0030918	1	20,1180	1
FBgn0030921	1	648	1
FBgn0030925	1	82,181,777,68,272,187,347	1
FBgn0030926	1	76,184,110,284,184,347	1
FBgn0030927	1	91,881,172,341	1
FBgn0030928	1	483	1
FBgn0030929	1	235,257	1
FBgn0030930	1	205,477,1094	1
FBgn0030931	1	753	1
FBgn0030932	1	5,1206,241,288	1
FBgn0030933	1	373,641	1
FBgn0030936	1	999	1
FBgn0030937	1	1311	1
FBgn0030938	1	525	1
FBgn0030941	1	477,235,180,140	1
FBgn0030943	1	151,845	1
FBgn0030944	1	118,560	1
FBgn0030945	1	100,1961	1
FBgn0030946	1	46,262,322,1464,194,126,205	1
FBgn0030947	1	184,174,437,180	1
FBgn0030949	1	179,534,471,289	1
FBgn0030951	1	447	1
FBgn0030952	1	975	1
FBgn0030954	1	574,201,282,187,511	1
FBgn0030960	1	657	1
FBgn0030961	1	36,50,196,1000,135,212,72,278,181,249,450,177,153	1
FBgn0030963	1	481,578	1
FBgn0030964	1	288,79,27,491,93	1
FBgn0030966	1	907,815	1
FBgn0030968	1	308,421	1
FBgn0030969	1	22,54,1153,256	1
FBgn0030970	1	1449	1
FBgn0030973	1	358,134,724,160,160,147	1
FBgn0030974	1	694,643,1120,415,581	1
FBgn0030976	1	18,60,170,129,125,206	1
FBgn0030979	1	2007	1
FBgn0030980	1	6,501	1
FBgn0030981	1	6,576	1
FBgn0030982	1	375	1
FBgn0030983	1	477	1
FBgn0030984	1	545,109,282,186	1
FBgn0030985	1	51,336	1
FBgn0030989	1	735,525	1
FBgn0030990	1	680,208,681	1
FBgn0030991	1	915	1
FBgn0030992	1	181,517,166,240	1
FBgn0030993	1	169,514,166,204	1
FBgn0030994	1	540	1
FBgn0030995	1	948	1
FBgn0030996	1	38,71,575,393	1
FBgn0030997	1	141,192,265,219,161	1
FBgn0030998	1	156,310,722,349,308	1
FBgn0031001	1	39,2602,131,87	1
FBgn0031002	1	159,271,1236,137	1
FBgn0031003	1	72,781,107	1
FBgn0031004	1	61,258,1124	1
FBgn0031005	1	183,464,508	1
FBgn0031006	1	64,211,546,154,864,177,209,789,125,919,730,1023	1
FBgn0031008	1	40,94,723,295	1
FBgn0031010	1	150,1014,145,121,262	1
FBgn0031011	1	81,1462,192,209	1
FBgn0031012	1	288,127,1293,143	1
FBgn0031016	1	1552,1244	1
FBgn0031018	1	636	1
FBgn0031020	1	57,489,788,428,653,258	1
FBgn0031021	1	50,321,181	1
FBgn0031022	1	972	1
